Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
Practical Handbook of Machine Learning (English Edition)  ,[],"8,718(Yen)",4.0 out of 5 stars,33,"Sep 18, 2021",Japan
The Amazing Adventures of Poffphee Perceptron: Learn How Computers See! (Machine Learning for Children Book 1) (English Edition)  ,[],428(Yen),5.0 out of 5 stars,2,"Jan 20, 2020",Japan
"Python Programming for Beginners: Learn Python Machine Learning Language From Scratch and Deep Learning (Python, Machine Learning Book 1) (English Edition)  ",['Chris Sebastian'],0(Yen),3.2 out of 5 stars,24,,Japan
Midjourney to Millions: Cheat Sheet 2023 (Data to Dollars - AI & Machine Learning Book 2) (English Edition)  ,['Tristan Storm'],0(Yen),5.0 out of 5 stars,1,,Japan
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt  ,"['Somanath Nanda', 'Weslley Moura']","9,049(Yen)",4.1 out of 5 stars,33,"Mar 19, 2021",Japan
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition)  ,"['Dirk P. Kroese', 'Zdravko Botev']","11,362(Yen)",4.8 out of 5 stars,35,,Japan
Machine Learning: Hands-On for Developers and Technical Professionals  ,['Jason Bell'],"8,198(Yen)",3.7 out of 5 stars,31,"Nov 3, 2014",Japan
"Natural Language Processing with Transformers, Revised Edition (English Edition)  ",['Leandro von Werra'],"5,188(Yen)",4.6 out of 5 stars,118,"May 26, 2022",Japan
Machine Learning  ,[],"4,717(Yen)",4.3 out of 5 stars,480,"Jan 1, 2013",Japan
"FUTURE OF AI & MACHINE LEARNING: A guide about Artificial Intelligence, Machine learning and its Future (English Edition)  ",['Books Club'],439(Yen),3.0 out of 5 stars,1,"Apr 28, 2021",Japan
"MACHINE LEARNING: Neural Networks, Decision Trees and Support Vector Machine with IBM SPSS Modeler  ",[],"3,251(Yen)",,,"Jan 16, 2022",Japan
MACHINE LEARNING: APRENDIZAJE SUPERVISADO. APLICACIONES con SPSS  ,[],"3,245(Yen)",,,"Oct 18, 2021",Japan
Machine Learning and AI in Finance  ,[],"7,728(Yen)",,,"Sep 25, 2023",Japan
MACHINE LEARNING: Decision Trees and Applications with IBM SPSS Modeler  ,[],"3,251(Yen)",,,"Jan 16, 2022",Japan
Machine Learning with Python: A Step by Step Guide to Learn Machine Learning with Python for Beginners (English Edition)  ,['Brian Walker'],0(Yen),3.6 out of 5 stars,6,"Jun 16, 2019",Japan
"Causation, Prediction, and Search (Adaptive Computation and Machine Learning series)  ",['Peter Spirtes'],"10,754(Yen)",3.9 out of 5 stars,4,"Jan 29, 2001",Japan
"Machine Learning: How Artificial Intelligence Learns (Fun Picture Book for K-2, AI+ME Series, Big Idea 3) (English Edition)  ",['ReadyAI'],526(Yen),5.0 out of 5 stars,11,,Japan
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and Data Science  ",['AI Publishing'],"3,897(Yen)",4.4 out of 5 stars,63,,Japan
Machine Learning Essentials: A comprehensive guide to understanding and applying machine learning algorithms for predictive analytics (Data Discoveries: ... through Analytics) (English Edition)  ,['Barrett Williams'],0(Yen),,,,Japan
Hands-On Automated Machine Learning: A beginner's guide to building automated machine learning systems using AutoML and Python  ,['Sibanjan Das'],"7,150(Yen)",4.6 out of 5 stars,3,"Apr 26, 2018",Japan
Machine Learning for Factor Investing: R Version (Chapman and Hall/CRC Financial Mathematics Series) (English Edition)  ,"['Guillaume Coqueret', 'Tony Guida']","12,354(Yen)",4.1 out of 5 stars,16,,Japan
Machine Learning for Cyber Physical Systems: Selected papers from the International Conference ML4CPS 2018 (Technologien für die intelligente Automation Book 9) (English Edition)  ,[],0(Yen),4.5 out of 5 stars,70,,Japan
"Deploy Machine Learning Models to Production: With Flask, Streamlit, Docker, and Kubernetes on Google Cloud Platform  ",['Pramod Singh'],"5,210(Yen)",3.4 out of 5 stars,6,"Dec 15, 2020",Japan
"Numerical Analysis meets Machine Learning (Volume 25) (Handbook of Numerical Analysis, Volume 25)  ",[],"37,891(Yen)",,,"Apr 15, 2024",Japan
"Knowledge Graphs: Fundamentals, Techniques, and Applications (Adaptive Computation and Machine Learning series) (English Edition)  ","['Mayank Kejriwal', 'Craig A. Knoblock']","4,800(Yen)",4.3 out of 5 stars,48,"Mar 30, 2021",Japan
図解　すぐに使えるChatGPTプロンプト集２: Chatgptの能力を引き出す実践的活用法　ChatGPT すぐに使えるプロンプト集／プロンプト／人工知能／AI／プロンプトエンジニアリング／チャットGPT／ライティング  ,['Kawaii出版'],990(Yen),5.0 out of 5 stars,6,"Sep 10, 2023",Japan
"Learning Data Science: Data Wrangling, Exploration, Visualization, and Modeling With Python  ","['Sam Lau', 'Joseph Gonzalez']","14,836(Yen)",,,"Oct 24, 2023",Japan
Probabilistic Graphical Models: Principles and Techniques (Adaptive Computation and Machine Learning series) (English Edition)  ,"['Daphne Koller', 'Nir Friedman']","17,376(Yen)",4.5 out of 5 stars,104,"Jul 31, 2009",Japan
Cambrian Intelligence: The Early History of the New Ai (Bradford Book)  ,['Rodney Allen Brooks'],,4.0 out of 5 stars,1,"Jul 16, 1999",Japan
Hands-On Quantum Machine Learning With Python: Volume 2: Combinatorial Optimization  ,[],"11,331(Yen)",5.0 out of 5 stars,1,"Jan 31, 2023",Japan
"Python Foundation this book includes Python for beginners, Machine Learning, Python Data Science. Programming Languages + coding + Artificial Intelligence ... Numpy + Pandas : Python 3 (English Edition)  ",['Michail  Kölling'],0(Yen),4.5 out of 5 stars,70,"Aug 27, 2022",Japan
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners) (English Edition)  ",['O Theobald'],0(Yen),4.4 out of 5 stars,"1,469",,Japan
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book Series 1) (English Edition)  ,"['Oliver Theobald', 'Paperback']",0(Yen),4.4 out of 5 stars,272,,Japan
The Hundred-Page Machine Learning Book  ,['Andriy Burkov'],"5,055(Yen)",4.6 out of 5 stars,"1,093","Jan 13, 2019",Japan
The Hundred-Page Machine Learning Book en français (French Edition)  ,['Andriy Burkov'],"5,082(Yen)",4.4 out of 5 stars,28,"Jan 10, 2022",Japan
Machine Learning Book Python : The Perfect Handbook For Building A Top-Notch Code In Scratch And Using Python Data Science Programming To Elevate Your ... programming language) (English Edition)  ,['Michael  Scratch'],0(Yen),3.7 out of 5 stars,27,,Japan
Machine Learning: Make Your Own Recommender System (Machine Learning with Python for Beginners Book Series 3) (English Edition)  ,['Oliver Theobald'],0(Yen),4.1 out of 5 stars,96,,Japan
Machine Learning: 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build ... Using Python Libraries (English Edition)  ,"['Ethem Mining', 'Paperback']",0(Yen),4.2 out of 5 stars,175,"Mar 29, 2020",Japan
"Machine Learning for Beginners: Absolute Beginners Guide, Learn Machine Learning and Artificial Intelligence from Scratch (Python, Machine Learning Book 2) (English Edition)  ",['Chris Sebastian'],0(Yen),3.9 out of 5 stars,37,,Japan
Machine Learning Book: The Basics Of Machine Learning And Artificial Intelligence  ,[],"1,876(Yen)",,,"Dec 9, 2022",Japan
Machine Learning Book: The Basics Of Machine Learning And Artificial Intelligence (English Edition)  ,[],"1,101(Yen)",,,"Dec 8, 2022",Japan
Machine Learning Book: Make Informed Strategic Decisions For Yourself And Your Company  ,[],"1,752(Yen)",,,"Dec 9, 2022",Japan
Machine Learning Book: Make Informed Strategic Decisions For Yourself And Your Company (English Edition)  ,[],987(Yen),,,"Dec 8, 2022",Japan
機械学習 100+ページ エッセンス［The Hundred-Page Machine Learning Book］ (impress top gear)  ,['Andriy Burkov'],"3,850(Yen)",3.2 out of 5 stars,11,"Dec 20, 2019",Japan
Machine Learning for Kids (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius! (English Edition)  ,['Dr. Dhoot'],0(Yen),4.2 out of 5 stars,118,,Japan
Mathematics for Machine Learning  ,['Marc Peter Deisenroth'],"7,398(Yen)",4.6 out of 5 stars,691,,Japan
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series)  ,['Kevin P. Murphy'],"16,806(Yen)",4.5 out of 5 stars,315,"Aug 24, 2012",Japan
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series)  ,['Masashi Sugiyama'],"9,866(Yen)",5.0 out of 5 stars,2,"Aug 23, 2022",Japan
Machine Learning For Beginners (English Edition)  ,[],0(Yen),,,"Jul 8, 2023",Japan
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence (English Edition)  ,['Laurence Moroney'],"8,988(Yen)",4.6 out of 5 stars,219,"Oct 2, 2020",Japan
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"['Sebastian Raschka', 'Yuxi (Hayden) Liu']","8,555(Yen)",4.5 out of 5 stars,217,"Feb 25, 2022",Japan
Probabilistic Machine Learning: An Introduction (Adaptive Computation and Machine Learning series) (English Edition)  ,['Kevin P. Murphy'],"10,800(Yen)",4.4 out of 5 stars,147,"Mar 1, 2022",Japan
Deep Learning (Adaptive Computation and Machine Learning series) (English Edition)  ,"['Ian Goodfellow', 'Yoshua Bengio']","9,400(Yen)",4.5 out of 5 stars,"2,053","Nov 10, 2016",Japan
Machine Learning Engineering with Python: Manage the lifecycle of machine learning models using MLOps with practical examples  ,[],"6,909(Yen)",4.7 out of 5 stars,8,"Aug 31, 2023",Japan
Designing Machine Learning Systems: An Iterative Process for Production-ready Applications  ,['Chip Huyen'],"8,012(Yen)",4.7 out of 5 stars,362,"Jun 21, 2022",Japan
Statistical Machine Learning with Applications in Finance  ,[],"20,928(Yen)",,,"Apr 30, 2024",Japan
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices  ",['Enes Bilgin'],"7,399(Yen)",4.5 out of 5 stars,35,"Dec 18, 2020",Japan
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",['Aurélien Géron'],"3,900(Yen)",4.8 out of 5 stars,"3,198","Oct 15, 2019",Japan
Machine Learning System Design Interview  ,"['Ali Aminian', 'Alex Xu']","5,715(Yen)",4.2 out of 5 stars,85,"Jan 28, 2023",Japan
Deep Learning Architectures: A Mathematical Approach (Springer Series in the Data Sciences)  ,['Ovidiu Calin'],"12,320(Yen)",4.3 out of 5 stars,21,,Japan
Mathematical Aspects of Deep Learning  ,['Gitta Kutyniok'],"12,904(Yen)",3.5 out of 5 stars,4,"Dec 22, 2022",Japan
Machine Learning and Security: Protecting Systems with Data and Algorithms  ,[],"9,390(Yen)",4.4 out of 5 stars,44,,Japan
さわってわかる機械学習　Azure Machine Learning 実践ガイド  ,['FIXER'],"2,970(Yen)",3.8 out of 5 stars,21,"Jun 3, 2016",Japan
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"['Konrad Banachewicz', 'Luca Massaron']","5,452(Yen)",4.4 out of 5 stars,116,"Apr 22, 2022",Japan
ABCs of Machine Learning (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius! (English Edition)  ,['Dr. Dhoot'],0(Yen),4.2 out of 5 stars,39,,Japan
Resource-efficient Artificial Intelligence: Probabilistic Machine Learning on Ultra-low-power Systems (De Gruyter Textbook)  ,[],"12,870(Yen)",,,"Feb 3, 2024",Japan
Introduction to Statistical Machine Learning  ,['Masashi Sugiyama'],"4,412(Yen)",5.0 out of 5 stars,4,"Sep 25, 2015",Japan
機械学習システムデザイン ―実運用レベルのアプリケーションを実現する継続的反復プロセス  ,[],"4,840(Yen)",5.0 out of 5 stars,1,"Sep 1, 2023",Japan
"Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python, 2nd Edition (English Edition)  ",['Stefan Jansen'],"5,288(Yen)",4.4 out of 5 stars,281,"Jul 31, 2020",Japan
Approaching (Almost) Any Machine Learning Problem  ,['Abhishek Thakur'],"3,284(Yen)",4.5 out of 5 stars,705,"Jun 30, 2020",Japan
"Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning (Springer Textbooks in Earth Sciences, Geography and Environment)  ",[],"9,394(Yen)",,,"Sep 17, 2022",Japan
Machine Learning for the Physical Sciences: Fundamentals and Prototyping with Julia  ,[],"32,003(Yen)",,,"Dec 4, 2023",Japan
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow (English Edition)  ",['Aurélien Géron'],"10,501(Yen)",4.7 out of 5 stars,275,"Oct 4, 2022",Japan
"TKINTER, DATA SCIENCE, AND MACHINE LEARNING  ",['Vivian Siahaan'],"3,215(Yen)",,,"Sep 3, 2023",Japan
動かして学ぶAI・機械学習の基礎 ―TensorFlowによるコンピュータビジョン、自然言語処理、時系列データの予測とデプロイ  ,[],"3,960(Yen)",4.1 out of 5 stars,7,"Jun 3, 2022",Japan
MACHINE LEARNING  ,[],"3,310(Yen)",4.4 out of 5 stars,25,"Jan 1, 2021",Japan
Python Machine Learning Handbook: An Overview Of Machine Learning With Python  ,[],"1,910(Yen)",,,"Dec 10, 2022",Japan
MACHINE LEARNING AND BIG DATA HADOOP MADE SIMPLE - 2 BOOKS IN 1: A BEGINNER'S GUIDE TO PROGRAMMING (English Edition)  ,[],0(Yen),,,"Sep 7, 2023",Japan
Implementations and Applications of Machine Learning (Studies in Computational Intelligence Book 782) (English Edition)  ,[],"20,173(Yen)",,,,Japan
"Machine Learning in Social Networks: Embedding Nodes, Edges, Communities, and Graphs (SpringerBriefs in Applied Sciences and Technology)  ",[],"9,882(Yen)",5.0 out of 5 stars,1,,Japan
"Machine Learning Handbook: Theory, Algorithms, and Implementation (English Edition)  ",[],661(Yen),5.0 out of 5 stars,1,"Mar 21, 2023",Japan
Ultimate Step by Step Guide to Data Science Using Python: Real Word Use Cases with Downloadable Code Examples (Ultimate Step by Step Guide to Machine Learning Book 3) (English Edition)  ,['Daneyal Anis'],0(Yen),3.9 out of 5 stars,18,,Japan
Machine Learning: 2 Books in 1: How Computers Have Learned To Know Us (And To Understand What Women Want Sooner Than Men)  ,['Chris Neil'],"2,429(Yen)",4.0 out of 5 stars,2,"Apr 4, 2021",Japan
Machine Learning + AI 2 books in 1: Machine Learning for Smart Learners and Artificial Intelligence for Smart People (English Edition)  ,[],"1,097(Yen)",,,"Feb 13, 2020",Japan
パターン認識と機械学習 上  ,['C.M. ビショップ'],"7,150(Yen)",4.6 out of 5 stars,92,"Apr 5, 2012",Japan
Combating Women's Health Issues with Machine Learning: Challenges and Solutions (Biomedical and Robotics Healthcare) (English Edition)  ,['D. Jude Hemanth'],"9,891(Yen)",,,"Oct 23, 2023",Japan
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",['Joseph Howse'],"5,447(Yen)",4.3 out of 5 stars,94,"Feb 20, 2020",Japan
"Deep Reinforcement Learning with Python: Master classic RL, deep RL, distributional RL, inverse RL, and more with OpenAI Gym and TensorFlow, 2nd Edition (English Edition)  ",['Sudharsan Ravichandiran'],"4,467(Yen)",4.4 out of 5 stars,52,"Sep 30, 2020",Japan
MACHINE LEARNING: APRENDIZAJE SUPERVISADO. MODELOS PREDICTIVOS a través de STATA  ,[],"2,977(Yen)",,,"Oct 18, 2021",Japan
Multivariate Statistical Machine Learning Methods for Genomic Prediction (English Edition)  ,[],0(Yen),5.0 out of 5 stars,1,"Jan 14, 2022",Japan
MACHINE LEARNING: APRENDIZAJE SUPERVISADO. MODELOS PREDICTIVOS con EVIEWS  ,[],"3,687(Yen)",,,"Oct 18, 2021",Japan
From Deep Learning to Rational Machines: What the History of Philosophy Can Teach Us About the Future of Artificial Intelligence  ,[],"5,767(Yen)",,,"Nov 24, 2023",Japan
Machine Learning with Python: The Ultimate Beginners Guide to Learn Machine Learning with Python Step by Step (English Edition)  ,['Ethan Williams'],0(Yen),2.8 out of 5 stars,14,,Japan
"""Developing a Machine Learning Attitude: Algorithm Selection Guide""  ",[],971(Yen),,,"Oct 6, 2023",Japan
図解　すぐに使えるChatGPTプロンプト集: Chatgptの能力を引き出す実践的活用法／プロンプト／人工知能／AI／プロンプトエンジニアリング／チャットGPT／ライティング  ,['Kawaii出版'],990(Yen),4.4 out of 5 stars,7,"Aug 26, 2023",Japan
"""Mastering Machine Learning: A Deep Dive into Random Forest""  ",[],"1,186(Yen)",,,"Oct 6, 2023",Japan
The Minimum Description Length Principle (Adaptive Computation and Machine Learning)  ,[],"1,148(Yen)",4.0 out of 5 stars,7,"Jun 30, 2007",Japan
Dive into Deep Learning  ,[],"3,738(Yen)",,,"Dec 7, 2023",Japan
Optimization for Machine Learning  ,['Suvrit Sra'],"8,067(Yen)",4.3 out of 5 stars,5,"Sep 30, 2011",Japan
Reinforcement Learning: An Introduction (Adaptive Computation and Machine Learning series)  ,['Richard S. Sutton'],,4.6 out of 5 stars,114,"Feb 26, 1998",Japan
Machines at Work Board Book  ,[],"1,227(Yen)",4.8 out of 5 stars,297,"Sep 1, 1997",Japan
DEEP LEARNING WITH KERAS AND MACHINE LEARNING MADE SIMPLE - 2 BOOKS IN 1: A BEGINNER’S GUIDE TO PROGRAMMING (English Edition)  ,[],0(Yen),,,"Sep 18, 2023",Japan
"How To Become a Learning Machine: Quick Start Guide (""How To"" Books) (English Edition)  ",['HTeBooks'],0(Yen),2.7 out of 5 stars,10,,Japan
