Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
The StatQuest Illustrated Guide to Machine Learning (Full Colour Print)  ,[],"1,158(Rupees)",4.5 out of 5 stars,116,1 January 2022,India
"Machine Learning, 1e  ",[],541(Rupees),4.2 out of 5 stars,126,1 October 2018,India
Machine Learning  ,['Tom M. Mitchell'],828(Rupees),4.3 out of 5 stars,495,1 July 2017,India
Machine Learning | IM | e  ,['Anuradha Srinivasaraghavan'],600(Rupees),3.8 out of 5 stars,32,1 January 2019,India
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners)  ",['O Theobald'],0(Rupees),4.4 out of 5 stars,"1,473",21 June 2017,India
"Machine Learning: The Basics (Machine Learning: Foundations, Methodologies, and Applications)  ",['Alexander Jung'],"4,493(Rupees)",5.0 out of 5 stars,1,23 January 2023,India
Machine Learning for Designers  ,[],275(Rupees),,,30 August 2022,India
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk (Grayscale Indian Edition)  ,['Abdullah Karasan'],"1,400(Rupees)",4.0 out of 5 stars,12,21 December 2021,India
Knowledge Encyclopedia Space  ,['Wonder House Books'],599(Rupees),4.3 out of 5 stars,72,20 November 2022,India
Machine Learning Essentials: A comprehensive guide to understanding and applying machine learning algorithms for predictive analytics (Data Discoveries: Unraveling Insights through Analytics)  ,['Barrett Williams'],0(Rupees),,,18 September 2023,India
My first ABC Sticker Book  ,['Wonder House Books'],159(Rupees),4.4 out of 5 stars,"2,834",25 November 2018,India
New Sim Physics 11th (2021)  ,[],"1,382(Rupees)",4.2 out of 5 stars,54,1 January 2023,India
"Nurture Elementary English Learning Book for Kids | 5 to 7 Year Old Children | Reading Alphabets with Pictures | Practice Writing Two and Three Letter Words, Vowels, Consonants and Articles [Paperback] Content Team at Target Publications  ",[],119(Rupees),4.4 out of 5 stars,731,1 January 2018,India
"QOZWEID Magic Calligraphy, Homeschool Supplies, Preschool workbook, Numbers & English & Drawing & Mathematics Auto Fade Pen & 4 Books - 10 Riffile 1 Grip 1 pen  ",[],248(Rupees),4.3 out of 5 stars,898,,India
JEE (Advanced) Mechanics II with Free Online Assessments and Digital Content 2023  ,[],660(Rupees),4.4 out of 5 stars,34,1 April 2023,India
My First Flash Cards Colors And Shapes : 30 Early Learning Flash Cards For Kids  ,['Wonder House Books'],199(Rupees),4.3 out of 5 stars,"1,322",1 January 2019,India
"Nurture Hindi Language Akshar Gyan | Hindi Alphabet and Words Learning Book for Kids | 4 to 6 | Hindi Varnamala, Reading and Writing Book with Pictures for Children | 47 Practice Boxes for each Letter  ",[],150(Rupees),4.3 out of 5 stars,250,1 January 2018,India
Machine Learning for Beginners : Learn the Basics of Artificial Intelligence. A Step-by-Step Overview to the Fundamentals of Machine Learning and Data Science (2022 Guide)  ,[],263(Rupees),,,4 March 2022,India
"AI 2041 [Paperback] Qiufan, Chen and Lee, Kai-Fu  ","['Chen Qiufan', 'Kai-Fu Lee', 'Hardcover']",513(Rupees),4.3 out of 5 stars,"1,296",30 September 2021,India
Activity Book : My First Pencil Control Activity Book- Practice Pattern writing for kids  ,[],101(Rupees),4.4 out of 5 stars,228,20 January 2022,India
"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 series)  ",[],500(Rupees),4.6 out of 5 stars,"1,108",12 August 2021,India
How to Finish Everything You Start English Paperback Book By Jan Yager Latest Edition 2023  ,[],209(Rupees),3.9 out of 5 stars,8,1 January 2023,India
A Phonic Reader- 3 Years to 6 years - Read aloud to children- Level 1- Bedtime Stories ( Set of 6 story books packed in a gift box)  ,['Om Books Editorial Team'],540(Rupees),4.5 out of 5 stars,"2,512",1 January 2016,India
Advancements in Reinforcement Learning: Unlocking the Future of AI (Series of Layman pocket learning for knowledge seekers)  ,['RUTURAJ R. RAVAL'],167(Rupees),,,18 October 2023,India
NEET A TO Z CHEMISTRY PART 1  ,[],585(Rupees),4.6 out of 5 stars,3,1 June 2023,India
JEE (Advanced) Mechanics I with Free Online Assessments and Digital Content 2023  ,[],639(Rupees),4.3 out of 5 stars,77,1 April 2023,India
My First All in One : Bilingual Picture Book For Kids Hindi-English  ,['Wonder House Books'],129(Rupees),4.3 out of 5 stars,"3,817",15 September 2018,India
Shlokas and Mantras Activity Book For Kids Illustrated Book With Engaging Activities and Sticker Sheets  ,['Wonder House Books'],212(Rupees),4.7 out of 5 stars,325,31 August 2022,India
101 Pencil Control Activity Book For Kids Tracing Practise Book Age 2+  ,[],149(Rupees),4.4 out of 5 stars,390,25 February 2022,India
Addition and Subtraction Activity Book For Children 80+ Activities Inside  ,[],135(Rupees),4.5 out of 5 stars,215,30 July 2022,India
"My First 1000 Words : Early Learning Picture Book to learn Alphabet, Numbers, Shapes and Colours, Tr  ",['Wonder House Books'],196(Rupees),4.5 out of 5 stars,"7,998",1 January 2018,India
What To Expect When You're Expecting Robots: The Future of Human-Robot Collaboration  ,['Laura Major'],"1,620.(Rupees)",4.6 out of 5 stars,23,13 October 2020,India
Algorithms  ,[],662(Rupees),,,8 August 2023,India
Activity Book : Brain Games To Improve Memory Activity Book Level - 1: Brain Games Activity Book Level 1: Binder 2  ,[],184(Rupees),4.4 out of 5 stars,51,20 September 2021,India
"30 Basic Good Habits Book for Kids | Inculcate Kindness, Discipline, Fitness and Exercise | Children Books for 3 - 6 Year | Early Childhood Education [Hardcover] Content Team at Target Publications [Hardcover] Content Team at Target Publications  ",[],274(Rupees),4.6 out of 5 stars,266,1 January 2021,India
Beginning with Deep Learning Using TensorFlow: A Beginners Guide to TensorFlow and Keras for Practicing Deep Learning Principles and Applications  ,[],648(Rupees),4.7 out of 5 stars,7,8 February 2022,India
"Langman’s Medical Embryology, 2nd South Asian Edition  ",['Sabita Mishra'],"1,174(Rupees)",5.0 out of 5 stars,2,1 June 2023,India
You Can  ,['George Matthew Adams'],98(Rupees),4.3 out of 5 stars,"4,213",6 August 2020,India
Sudoku Brain Games For Smart Minds Level 2 Medium Brain Booster Puzzles for Kids 120+ Fun Games  ,[],89(Rupees),4.4 out of 5 stars,72,20 October 2021,India
The Always Happy Series Winky The Careless Little Wizard A fun Story About Being Responsible Beautifully Illustrated Picture Book For Children  ,[],149(Rupees),4.4 out of 5 stars,32,31 August 2022,India
"Blossom Moral Story Book for Kids 3 Years to 6 Years Old in English | 31 Fairy Tale Stories with Colourful Pictures | Best Bedtime Children Story Book | Short Stories for Infants, Toddlers | Book A  ",[],80(Rupees),4.4 out of 5 stars,"2,759",31 December 2019,India
Animal Stories for Panchtantra 84 pp English 8x8 Book 1  ,['Wonder House Books'],189(Rupees),4.5 out of 5 stars,"4,788",1 January 2019,India
NOBEL MEGA SAMANYA DNYAN 8TH EDITION K.K.BHUTEKAR 2023  ,[],309(Rupees),4.6 out of 5 stars,5,1 January 2023,India
Scalable Computing and Communications  ,[],,,,,Italy
MACHINE LEARNING WITH NEURAL NETWORKS USING MATLAB. UNSUPERVISED LEARNING  ,[],"27,(Euro)",,,,Italy
Concepts and Real-time Applications of Deep Learning  ,"['Formato Kindle', 'Copertina rigida']","44,(Euro)",,,,Italy
How Smart Machines Think (English Edition)  ,"['Sean Gerrish', 'Copertina rigida', 'Copertina flessibile', 'CD audio']","12,(Euro)","4,3 su 5 stelle",71.0,,Italy
"Machine Learning Engineer - Best Machine Learning Engineer Ever Graphic: Goal, Business,Daily Notepad for Men & Women Lined Paper, Work List, Planning, Gym  ",[],"6,(Euro)",,,,Italy
The Effects of Force and Motion on Simple Machines | Changes in Matter & Energy Grade 4 | Children's Physics Books  ,"['Baby Professor', 'Formato Kindle', 'Copertina flessibile']","5,(Euro)","4,0 su 5 stelle",2.0,,Italy
Mastering Pandas: A Beginner's Guide to Advanced Data Manipulation to Machine Learning  ,['Formato Kindle'],"9,(Euro)","5,0 su 5 stelle",1.0,,Italy
"A Handbook of Mathematical Models with Python: Elevate your machine learning projects with NetworkX, PuLP, and linalg  ","['Dr. Ranja Sarkar', 'Formato Kindle']","37,(Euro)",,,,Italy
Python Machine Learning: The Ultimate Beginner's Guide to Learn Python Machine Learning Step by Step using Scikit-Learn and Tensorflow  ,"['Mark Reed', 'Formato Kindle']","25,(Euro)","3,8 su 5 stelle",13.0,,Italy
"Knowledge Graphs: Fundamentals, Techniques, and Applications (Adaptive Computation and Machine Learning series) (English Edition)  ","['Mayank Kejriwal', 'Craig A. Knoblock', 'Copertina rigida']","34,(Euro)","4,3 su 5 stelle",48.0,,Italy
Rube Goldberg’s Simple Normal  ,[],,,,,Italy
The AI Playbook: Mastering the Rare Art of Machine Learning Deployment (Management on the Cutting Edge) (English Edition)  ,"['Eric Siegel', 'Copertina rigida']","19,(Euro)",,,,Italy
"Python Machine Learning: Learn Python in a Week and Master It. An Hands-On Introduction to Artificial Intelligence Coding, a Project-Based Guide with Practical Exercises: 2  ","['Computer Programming Academy', 'Formato Kindle']","15,(Euro)","4,0 su 5 stelle",8.0,,Italy
The Amazing Adventures of Poffphee Perceptron: Learn How Computers See! (Machine Learning for Children Book 1) (English Edition)  ,[],"3,(Euro)","5,0 su 5 stelle",2.0,,Italy
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn and Tensorflow  ","['Samuel Burns', 'Formato Kindle']","14,(Euro)","3,6 su 5 stelle",23.0,,Italy
BASICS OF ARTIFICIAL INTELLIGENCE & MACHINE LEARNING  ,"['Dr. Dheeraj Mehrotra', 'Formato Kindle']","10,(Euro)","3,5 su 5 stelle",31.0,,Italy
"Platform and Model Design for Responsible AI: Design and build resilient, private, fair, and transparent machine learning models  ","['Amita Kapoor', 'Sharmistha Chatterjee', 'Formato Kindle']","41,(Euro)","5,0 su 5 stelle",2.0,,Italy
Machine Learning For Absolute Beginners: Applications of Artificial Intelligence From a World-Class Practitioner  ,"['Jonathan Fitzpatrick', 'Formato Kindle']","13,(Euro)","2,6 su 5 stelle",6.0,,Italy
"Beginning Mathematica and Wolfram for Data Science: Applications in Data Analysis, Machine Learning, and Neural Networks  ",['Formato Kindle'],"28,19(Euro)","3,5 su 5 stelle",9.0,,Italy
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python, 2nd Edition  ","['Francois Voron', 'Formato Kindle']","37,99(Euro)",,,,Italy
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ","['Thushan Ganegedara', 'Formato Kindle']","30,99(Euro)","4,3 su 5 stelle",9.0,,Italy
"Machine Learning for Beginners: A Math Guide to Mastering Deep Learning and Business Application. Understand How Artificial Intelligence, Data Science, and Neural Networks Work Through Real Examples  ","['Samuel Hack', 'Copertina flessibile']","42,03(Euro)","1,0 su 5 stelle",1.0,,Italy
MASTERING C# PROGRAMMING AND PYTHON MASTERY FOR INTERMEDIATE PROGRAMMERS: UNLEASHING THE POWER OF ADVANCED PYTHON TECHNIQUES AND AN IN-DEPTH GUIDE FOR ... CODERS - 2 BOOKS IN 1 (English Edition)  ,[],"0,00(Euro)",,,,Italy
Machine Learning: New and Collected Stories (English Edition)  ,"['Hugh Howey', 'Copertina rigida', 'Copertina flessibile', 'CD MP3']","6,38(Euro)","4,3 su 5 stelle",848.0,,Italy
Machine Learning con PyTorch y Scikit-Learn: Desarrollo de modelos Machine Learning y Deep Learning con Python  ,[],"40,41(Euro)",,,,Italy
"Mastering Go: Create Golang production applications using network libraries, concurrency, machine learning, and advanced data structures, 2nd Edition  ","['Mihalis Tsoukalos', 'Formato Kindle']","48,99(Euro)","4,3 su 5 stelle",74.0,,Italy
Deep Learning: An Essential Guide to Deep Learning for Beginners Who Want to Understand How Deep Neural Networks Work and Relate to Machine Learning and Artificial Intelligence  ,"['Herbert Jones', 'Formato Kindle']","13,19(Euro)","5,0 su 5 stelle",4.0,,Italy
"Machine learning for Beginners: The Definitive Guide to Neural Networks, Random Forests, and Decision Trees  ","['Jennifer Grange', 'Formato Kindle']","20,16(Euro)","2,1 su 5 stelle",5.0,,Italy
Machine Learning: An Introduction To Supervised & Unsupervised Learning Algorithms  ,"['Michael Colins', 'Formato Kindle']","11,62(Euro)","3,5 su 5 stelle",68.0,,Italy
MACHINE LEARNING with R. SUPERVISED LEARNING TECHNIQUES: REGRESSION  ,[],"27,03(Euro)",,,,Italy
Mastering Python Programming: A Comprehensive Guide (The IT Collection Book 4) (English Edition)  ,['Copertina flessibile'],"3,49(Euro)",,,,Italy
MACHINE LEARNING with PYTHON. SUPERVISED LEARNING TECHNIQUES: REGRESSION  ,[],"27,03(Euro)",,,,Italy
Financial Modeling Using Quantum Computing: Design and manage quantum machine learning solutions for financial analysis and decision making  ,"['Anshul Saxena', 'Javier Mancilla', 'Formato Kindle']","33,99(Euro)",,,,Italy
Building Chatbots with Python: Using Natural Language Processing and Machine Learning [Lingua inglese]  ,"['Sumit Raj', 'Formato Kindle']","48,14(Euro)","4,1 su 5 stelle",43.0,,Italy
"Python Programming 4 Books in One: Coding Python, Python for Beginners, Alghorithms, Machine Learning  ",[],"39,86(Euro)","5,0 su 5 stelle",1.0,,Italy
Novacene: The Coming Age of Hyperintelligence  ,"['James Lovelock', 'Formato Kindle', 'Copertina rigida']","13,05(Euro)","4,5 su 5 stelle",829.0,,Italy
MACHINE LEARNING. APRENDIZAJE SUPERVISADO: MODELOS PREDICTIVOS MULTIECUACIONALES  ,[],"27,03(Euro)",,,,Italy
Rise of the Machines: Exploring Artificial Intelligence (The IT Collection Book 5) (English Edition)  ,['Copertina flessibile'],"3,49(Euro)",,,,Italy
MACHINE LEARNING. APRENDIZAJE SUPERVISADO: REGRESIÓN DINÁMICA  ,[],"27,03(Euro)",,,,Italy
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach  ,"['Masashi Sugiyama', 'Formato Kindle']","68,14(Euro)","5,0 su 5 stelle",2.0,,Italy
Machine Learning: How Artificial Intelligence Learns: 3  ,"['Formato Kindle', 'Copertina flessibile']","29,45(Euro)","5,0 su 5 stelle",11.0,,Italy
"Computer Programming And Cyber Security for Beginners: This Book Includes: Python Machine Learning, SQL, Linux, Hacking with Kali Linux, Ethical Hacking. Coding and Cybersecurity Fundamentals  ",['Zach Codings'],"25,97(Euro)","4,5 su 5 stelle",271.0,,Italy
"PYTHON: This Book Includes: The Guide for Beginners, Machine Learning  ","['Josh Hugh Learning', 'Formato Kindle']","15,59(Euro)","5,0 su 5 stelle",2.0,,Italy
"Regression: Book One, Series of Machine Learning with Scikit-Learn  ",['Formato Kindle'],"18,22(Euro)","3,5 su 5 stelle",3.0,,Italy
Python Machine Learning: The Ultimate Intermediate Guide to Learn Python Machine Learning Step by Step using Scikit-Learn and Tensorflow  ,"['Mark Reed', 'Formato Kindle']","21,83(Euro)","5,0 su 5 stelle",2.0,,Italy
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale  ","['Valliappa Lakshmanan', 'Jordan Tigani', 'Formato Kindle']","53,03(Euro)","4,5 su 5 stelle",128.0,,Italy
"Python: This Book Includes: Machine Learning, Python and Data Science. Learn Computer Programming for Beginners.  ",['Oliver Soranson'],"28,84(Euro)","3,5 su 5 stelle",12.0,,Italy
Addison-Wesley Data & Analytics Series  ,[],,,,,Italy
Machine Learning with Python: The Basics  ,['Formato Kindle'],"10,85(Euro)","3,8 su 5 stelle",6.0,,Italy
Microprediction: Building an Open AI Network  ,"['Peter Cotton', 'Formato Kindle']","24,78(Euro)","4,7 su 5 stelle",8.0,,Italy
"Practical Machine Learning and Image Processing: For Facial Recognition, Object Detection, and Pattern Recognition Using Python [Lingua inglese]  ",['Formato Kindle'],"55,28(Euro)","3,1 su 5 stelle",11.0,,Italy
Machine-Learning Developments: How To Run Machine Learning  ,[],"9,78(Euro)",,,,Italy
How to Speak Machine: Laws of Design for a Digital Age  ,"['John Maeda', 'Formato Kindle', 'Copertina rigida']","18,47(Euro)","4,3 su 5 stelle",130.0,,Italy
Social Interaction in Learning and Development  ,[],,,,,Italy
AI for Absolute Beginners: A Clear Guide to Tomorrow  ,"['Oliver Theobald', 'Formato Kindle']","9,54(Euro)","4,3 su 5 stelle",9.0,,Italy
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices  ","['Enes Bilgin', 'Formato Kindle']","37,99(Euro)","4,5 su 5 stelle",35.0,,Italy
Graph Convolutional Neural Networks and Beyond: Exploring Advanced Techniques in Applied Machine Learning  ,"['James Daniel', 'Formato Kindle', 'Copertina rigida']","46,79(Euro)","1,0 su 5 stelle",1.0,,Italy
Machine Learning + AI 2 books in 1: Machine Learning for Smart Learners and Artificial Intelligence for Smart People (English Edition)  ,[],"9,22(Euro)",,,,Italy
"Neural Networks: Step-by-Step | Understand How Neural Networks Work, Starting With Simple Ideas: Volume 1  ","['Matthew Harper', 'Formato Kindle']","14,59(Euro)","4,2 su 5 stelle",16.0,,Italy
MACHINE LEARNING WITH NEURAL NETWORKS USING MATLAB. SUPERVISED LEARNING  ,[],"27,03(Euro)",,,,Italy
MACHINE LEARNING WITH NEURAL NETWORKS USING MATLAB. UNSUPERVISED LEARNING  ,[],"27,03(Euro)",,,,Italy
How Smart Machines Think (English Edition)  ,"['Sean Gerrish', 'Copertina rigida', 'Copertina flessibile', 'CD audio']","12,38(Euro)","4,3 su 5 stelle",71.0,,Italy
"Machine Learning Engineer - Best Machine Learning Engineer Ever Graphic: Goal, Business,Daily Notepad for Men & Women Lined Paper, Work List, Planning, Gym  ",[],"6,28(Euro)",,,,Italy
Morgan Kaufmann Series in Representation and Reasoning  ,[],,,,,Italy
The Effects of Force and Motion on Simple Machines | Changes in Matter & Energy Grade 4 | Children's Physics Books  ,"['Baby Professor', 'Formato Kindle', 'Copertina flessibile']","5,50(Euro)","4,0 su 5 stelle",2.0,,Italy
Mastering Pandas: A Beginner's Guide to Advanced Data Manipulation to Machine Learning  ,['Formato Kindle'],"9,86(Euro)","5,0 su 5 stelle",1.0,,Italy
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning  ,['Chris Albon'],"9,577(Yen)",4.6 out of 5 stars,113,"Apr 10, 2018",Japan
"はじめてのディープラーニング2 Pythonで実装する再帰型ニューラルネットワーク, VAE, GAN (Machine Learning)  ",['我妻 幸長'],"3,080(Yen)",4.1 out of 5 stars,11,"Mar 24, 2020",Japan
Probabilistic Machine Learning for Civil Engineers (English Edition)  ,[],"7,327(Yen)",5.0 out of 5 stars,5,"Mar 16, 2020",Japan
Python and Machine Learning For Kids: A Must-Have Coding Guide For Parents and Teachers  ,['Igor Balk'],"4,579(Yen)",5.0 out of 5 stars,2,"Jul 9, 2023",Japan
Quantum Chemistry in the Age of Machine Learning  ,[],"31,009(Yen)",5.0 out of 5 stars,1,"Sep 15, 2022",Japan
ECONOMETRIC MODELS WITH MACHINE LEARNING TOOLS. EXAMPLES WITH R  ,[],"5,374(Yen)",,,"Dec 6, 2022",Japan
That Book on AI and Machine Learning: A One-Hour Intro (English Edition)  ,[],0(Yen),3.9 out of 5 stars,4,"Jan 1, 2020",Japan
最新MATLABハンドブック 第七版 機械学習・ディープラーニング対応  ,['小林 一行'],"3,520(Yen)",3.4 out of 5 stars,7,"Dec 1, 2020",Japan
"Machine Learning: For Beginners – Your Definitive guide For Neural Networks, Algorithms, Random Forests and Decision Trees Made Simple (Machine Learning Series Book 1) (English Edition)  ",['Matt Gates'],333(Yen),2.8 out of 5 stars,14,"Jun 17, 2017",Japan
Building Machine Learning Pipelines: Automating Model Life Cycles With TensorFlow  ,"['Hannes Hapke', 'Catherine Nelson']","8,786(Yen)",4.4 out of 5 stars,60,"Aug 4, 2020",Japan
Fairness and Machine Learning: Limitations and Opportunities (Adaptive Computation and Machine Learning series) (English Edition)  ,[],"10,159(Yen)",,,"Dec 5, 2023",Japan
Machine Learning: 2 Books in 1: An Introduction Math Guide for Beginners to Understand Data Science Through the Business Applications (English Edition)  ,['Samuel Hack'],0(Yen),3.8 out of 5 stars,12,"May 16, 2020",Japan
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage  ,"['Antoine Jacquier', 'Oleksiy Kondratyev']","9,653(Yen)",4.1 out of 5 stars,15,"Oct 31, 2022",Japan
MACHINE LEARNING (Int'l Ed)  ,[],"46,526(Yen)",4.3 out of 5 stars,76,"Oct 16, 1997",Japan
Machine Learning for Engineers (English Edition)  ,['Gopi Krishna Nuti'],737(Yen),5.0 out of 5 stars,1,"Mar 19, 2020",Japan
[第2版]Python 機械学習プログラミング 達人データサイエンティストによる理論と実践 (impress top gear)  ,"['Sebastian Raschka', 'Vahid Mirjalili']","4,980(Yen)",4.4 out of 5 stars,89,"Mar 16, 2018",Japan
Machine Learning for Kids: A Project-Based Introduction to Artificial Intelligence (English Edition)  ,['Dale Lane'],"4,605(Yen)",4.8 out of 5 stars,34,"Jan 19, 2021",Japan
Machine Learning for Engineers  ,['Gopi Krishna Nuti'],"1,219(Yen)",5.0 out of 5 stars,3,"Mar 20, 2020",Japan
Handbook For Machine Learning Algorithms: Tips and Tricks for a lifetime (English Edition)  ,['Kshitij Jain'],327(Yen),5.0 out of 5 stars,2,"Nov 11, 2019",Japan
ファイナンス機械学習―金融市場分析を変える機械学習アルゴリズムの理論と実践  ,[],"5,280(Yen)",3.8 out of 5 stars,52,"Dec 6, 2019",Japan
Distributed Machine Learning with Python: Accelerating model training and serving with distributed systems  ,['Guanhua Wang'],"6,909(Yen)",3.5 out of 5 stars,7,"Apr 29, 2022",Japan
"Machine Learning: This book includes Machine Learning for Beginners,Artificial Intelligence and Machine Learning for business, Networking for beginners  ",['Scott Chesterton'],"3,127(Yen)",3.0 out of 5 stars,4,"Aug 21, 2019",Japan
Advances in Financial Machine Learning  ,['Audio CD'],"5,774(Yen)",4.4 out of 5 stars,535,"Feb 21, 2018",Japan
Machine Learning: Interview Questions and Answers (Advanced Topics in Machine Learning Book 1) (English Edition)  ,['X.Y. Wang'],"1,250(Yen)",,,,Japan
Pattern Recognition and Machine Learning (Information Science and Statistics)  ,['Christopher M. Bishop'],"13,303(Yen)",4.3 out of 5 stars,116,"Aug 23, 2016",Japan
Keras & Deep Learning: 100 Interview Questions (Advanced Topics in Machine Learning Book 4) (English Edition)  ,['X.Y. Wang'],"1,250(Yen)",1.0 out of 5 stars,1,,Japan
Machine Learning in Finance: From Theory to Practice  ,"['Matthew F. Dixon', 'Igor Halperin']","12,769(Yen)",4.6 out of 5 stars,83,"Jul 2, 2021",Japan
The Art of Machine Learning: A Hands-On Guide to Machine Learning with R (English Edition)  ,['Norman Matloff'],"6,563(Yen)",,,"Jan 9, 2024",Japan
Trustworthy Machine Learning  ,[],"1,296(Yen)",4.7 out of 5 stars,22,"Feb 16, 2022",Japan
MACHINE LEARNING: 2 Manuscripts in 1 Book: Machine Learning For Beginners & Machine Learning With Python  ,[],"2,741(Yen)",1.0 out of 5 stars,2,"Apr 3, 2019",Japan
Machine Learning in Non-Stationary Environments: Introduction to Covariate Shift Adaptation (Adaptive Computation and Machine Learning series)  ,['Masashi Sugiyama'],,4.5 out of 5 stars,6,"Mar 30, 2012",Japan
The Ultimate Machine Learning INTERVIEW Preparation Book (English Edition)  ,['Sunny Kusawa'],0(Yen),4.8 out of 5 stars,7,"Mar 7, 2023",Japan
データサイエンス短期集中コース  ,[],"3,960(Yen)",2.0 out of 5 stars,1,"Dec 26, 2020",Japan
"Machine Learning for OpenCV 4: Intelligent algorithms for building image processing apps using OpenCV 4, Python, and scikit-learn, 2nd Edition  ",['Vishwesh Ravi Shrimali'],"8,061(Yen)",4.6 out of 5 stars,6,"Sep 6, 2019",Japan
Big Data Analytics for Cyber-Physical Systems: Machine Learning for the Internet of Things  ,[],"20,982(Yen)",,,"Jul 30, 2019",Japan
Architecting Data and Machine Learning Platforms: Enable Analytics and Ai-driven Innovation in the Cloud  ,['Marco Tranquillin'],"10,875(Yen)",,,"Jan 30, 2024",Japan
Medical Risk Prediction Models  ,[],"9,744(Yen)",5.0 out of 5 stars,3,"Aug 29, 2022",Japan
"JUMPSTART YOUR MACHINE LEARNING JOURNEY: LEARN EFFORTLESSLY, EVEN WITH NO PRIOR EXPERIENCE: ACCELERATE YOUR CAREER IN DATA SCIENCE AND ARTIFICIAL INTELLIGENCE WITH MACHINE LEARNING (English Edition)  ",['SMART LEARNING  SOLUTIONS'],0(Yen),,,"Oct 3, 2023",Japan
Effective Machine Learning Teams: Best Practices for ML Practitioners  ,[],"13,113(Yen)",,,"Jun 4, 2024",Japan
Machine Learning in Business: An Introduction to the World of Data Science  ,[],"4,675(Yen)",4.8 out of 5 stars,39,"May 26, 2021",Japan
[第3版]Python機械学習プログラミング 達人データサイエンティストによる理論と実践 (impress top gear)  ,['Sebastian Raschka'],"4,400(Yen)",4.3 out of 5 stars,169,"Oct 22, 2020",Japan
QUANTUM MACHINE LEARNING: A COMPREHENSIVE GUIDE WITH PRACTICAL EXAMPLES AND QUANTUM LANGUAGE IMPLEMENTATION: FROM BASICS TO ADVANCED.INCLUDES PYTHON CODE. (Quantum Computing Book 2) (English Edition)  ,[],"1,250(Yen)",,,,Japan
mACHINE lEARNING eXPERIMENTS (bOOK 1) (English Edition)  ,['SANSHODHANA LP'],117(Yen),2.9 out of 5 stars,2,"Dec 28, 2016",Japan
プロンプトエンジニア検定公式テキスト: 2023年版  ,[],"1,078(Yen)",2.8 out of 5 stars,7,"Sep 18, 2023",Japan
Python Machine Learning: The Ultimate Intermediate Guide to Learn Python Machine Learning Step by Step using Scikit-Learn and Tensorflow (Computer Programming) (English Edition)  ,['Mark Reed'],0(Yen),5.0 out of 5 stars,2,,Japan
Machine Learning for Causal Inference  ,[],"26,039(Yen)",,,"Dec 8, 2023",Japan
Dataset Shift in Machine Learning (Neural Information Processing series)  ,['Masashi Sugiyama'],"5,749(Yen)",3.1 out of 5 stars,4,"Jun 7, 2022",Japan
Machine Learning: An Introduction to Supervised and Unsupervised Learning Algorithms (English Edition)  ,['Michael Colins'],0(Yen),3.5 out of 5 stars,67,"Jul 19, 2017",Japan
Elements of Causal Inference: Foundations and Learning Algorithms (Adaptive Computation and Machine Learning series)  ,['Jonas Peters'],"7,343(Yen)",4.7 out of 5 stars,52,"Nov 29, 2017",Japan
TensorFlow Machine Learning Cookbook: Explore machine learning concepts using the latest numerical computing library - TensorFlow - with the help of this comprehensive cookbook (English Edition)  ,['Nick McClure'],"6,179(Yen)",4.0 out of 5 stars,14,"Feb 14, 2017",Japan
A First Course in Machine Learning (Machine Learning & Pattern Recognition) (English Edition)  ,['Simon Rogers'],"7,221(Yen)",4.3 out of 5 stars,38,"Oct 14, 2016",Japan
Machine Learning for Imbalanced Data: Tackle imbalanced datasets using machine learning and deep learning techniques (English Edition)  ,"['Kumar Abhishek', 'Anshul Yadav']","5,064(Yen)",,,"Dec 11, 2023",Japan
"Enhancing Deep Learning with Bayesian Inference: Create more powerful, robust deep learning systems with Bayesian deep learning in Python  ","['Matt Benatan', 'Jochem Gietema']","9,011(Yen)",,,"Jun 30, 2023",Japan
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science (English Edition)  ,['Samuel Hack'],0(Yen),3.1 out of 5 stars,15,"Nov 20, 2019",Japan
Machine Learning With Python: Principles and Practical Techniques  ,[],"8,131(Yen)",,,"Jan 31, 2024",Japan
"TensorFlow Machine Learning Cookbook: Over 60 recipes to build intelligent machine learning systems with the power of Python, 2nd Edition (English Edition)  ",['Nick McClure'],"3,950(Yen)",3.0 out of 5 stars,4,"Aug 31, 2018",Japan
Math for Deep Learning: What You Need to Know to Understand Neural Networks  ,['Ronald T. Kneusel'],"6,891(Yen)",4.6 out of 5 stars,43,"Dec 7, 2021",Japan
